Timestamp,survey_type,Q1,Q1_score,Q2,Q2_score,Q3,Q3_score,Q4,Q4_score,Q5,Q5_score,Q5_Tier1,Q5_Tier2,Q5_Tier3,Q5_Tier4,Q5_Tier5,Q5_Tier6
11/22/2021 13:04,post,high relief,1,Pollution,0,computers,0,by  their tail and they fins on top,1,because alot of fish are dying ,0,negative,population decline,,,,
11/22/2021 13:04,post,low relief,0,Overfishing,1,IDK,0,?,0,idk,0,NA,,,,,
11/22/2021 13:04,post,high relief,1,Overfishing,1,i forgot the name of it ,0,"the fins, and the top part of it thats like a spike ",2,"money, overfishing, and pollution",1,both,pollution,general human benefit,Economy,,
11/22/2021 13:04,post,high relief,1,Pollution,0,I don't know,0,Large side fins and large spikes on top fin,2,"Food, culture, jobs",2,benefit,,general human benefit,"Food, Culture, Economy",,
11/22/2021 13:05,post,high relief,1,Overfishing,1,a submarine that u control with a remote,2,spines and the color ,1,"jobs, for sports, and for eating ",2,benefit,,general human benefit,"Food, Recreation, Economy",,
11/22/2021 13:05,post,high relief,1,Overfishing,1,uuh like submurin / drone ,2,the tail or the fin thats spiky ,1,because if they disspair then we wont have fish anymore .,0,negative,extinction,,,,
11/22/2021 13:05,post,high relief,1,Pollution,0,"mini subs, radar, normal sized subs",1,"weird side fins, flat but spiky upper fin",2,"the population is going down, the pollution is rising, fishers might be fishing too much",0,negative,"pollution, population decline, overfishing",,,,
11/22/2021 13:05,post,high relief,1,Pollution,0,cameras,1,idk,0,food,1,benefit,,general human benefit,Food,,
11/22/2021 13:05,post,high relief,1,Overfishing,1,A machine that could go underwater but I forgot what it was called,2,It's a fish and it has poison,0,1. It is really important to some cultures 2. Fish is just really important in general and 3. Fish is something lots of animals eat,2,benefit,,"general human benefit, general environmental benefit, inherent benefit",Culture,Foodweb,Fish is just really important in general
11/22/2021 13:05,post,high relief,1,Overfishing,1,counting,0,spine and color,1,sharks whales humans           ,2,benefit,,"general human benefit, general environmental benefit",Food,Foodweb,
11/22/2021 13:05,post,high relief,1,Overfishing,1,high relief ,0,rock and fish,0,"it helps save the environment

we need more fish population

fish need to live ",0,benefit,,"general environmental benefit, inherent benefit",,NA,Fish need to live
11/22/2021 13:06,post,high relief,1,Overfishing,1,Forgot,0,They have pointy scales and they are all different colors.,1,"They are important to certain communities 
They are a part of a food cycle
Its a food source that is important",2,benefit,,"general human benefit, general environmental benefit","Food, Culture",Foodweb,
11/22/2021 13:06,post,high relief,1,Overfishing,1,underwater drones,2,"color, shape",0,"food, wild life, habitat",2,benefit,,"general human benefit, general environmental benefit",Food,"Foodweb, Habitat",
11/22/2021 13:06,post,freshwater,0,Pollution,0,idk,0,idk,0,because idk,0,NA,,,,,
11/22/2021 13:06,post,pelagic,0,Pollution,0,i don't know ,0,fish ,0,if we don't care they can die and lot's of people eat fish and so if they all die we can't eat anymore.,1,benefit,,general human benefit,Food,,
11/22/2021 13:06,post,high relief,1,Pollution,0,something like a drone but for water,2,sharp top and big flappers,2,i dont know,0,NA,,,,,
11/22/2021 13:06,post,high relief,1,Pollution,0,a big machine that has a camara that follows them around ,2,the side flap i think,1,bc there proably not that much fish so we have to takeee care of the ones we have left ,0,negative,"population decline, obligation",,,,
11/22/2021 13:07,post,high relief,1,Overfishing,1,Laser technology to see how many rockfish there is in one area.,0,"Light, and Submarine.",0,Because the populations are declining. Because people are overfishing them to the point of extinction for some of the species. Pollution is also causing the fish to die. ,0,negative,"population decline, overfishing, pollution",,,,
11/22/2021 13:08,post,high relief,1,Pollution,0,there is a lot of them in the high relief,0,there habitat is in high.,0,that people throw trash in the water.,0,negative,pollution,,,,
11/22/2021 13:09,post,high relief,1,Overfishing,1,Uhm ima not sure heh,0,forgot how thye look but their very colorful,0,"First of all theirs animals that eat fish like bears and sharks and if we want to keep any other fish eater we need them, 2 alot of fish are dissaprearing or dying due to trash in the sea so be careful and throw away ur trash in the right place. 3 alot of people use them for tradition and eat them so, yes their very important",2,both,"pollution, population decline","general human benefit, general environmental benefit",Culture,Foodweb,
11/22/2021 13:58,post,high relief,1,Pollution,0,idk,0,idk,0,idk,0,NA,,,,,
11/22/2021 13:59,post,high relief,1,Overfishing,1,They have like this drone to see how many they see ,2,Shark top fin and also a small pedal fin on the side.,2,"Food chain, Jobs, Company",2,benefit,,"general human benefit, general environmental benefit","Food, Economy",Foodweb,
11/22/2021 14:00,post,high relief,1,Lack of food,0,i dont now,0,the dosl fin and the ,1,food chan,1,benefit,,general environmental benefit,,Foodweb,
11/22/2021 14:00,post,high relief,1,Overfishing,1,a rod robot that goes underwater,2,Big and very sharp parts of body ,1,fishrcok salmon and shark,0,benefit,,general human benefit,NA,,
11/22/2021 14:00,post,high relief,1,Overfishing,1,robots ,1,spikes and big eyes ,1,"food chain, jobs and fun ",2,benefit,,"general human benefit, general environmental benefit","Food, Economy, Recreation",Foodweb,
11/22/2021 14:00,post,high relief,1,Overfishing,1,underwater robot,2,"spikey spine, big fins",2,"culture, food, fun",2,benefit,,general human benefit,"Food, Culture, Recreation",,
11/22/2021 14:01,post,freshwater,0,Pollution,0,I don't know,0,i don't now,0,To know how the fish are doing under water,0,benefit,,inherent benefit,,,To know how the fish are doing underwater
11/22/2021 14:03,post,high relief,1,Overfishing,1,rov,2,there fina,1,"food chain, jobs and fun",2,benefit,,"general human benefit, general environmental benefit","Food, Economy, Recreation",Foodweb,
